ab-rogação	revogação
galardão	condecoração/medalha/diploma/troféu/prémio/prêmio/grau/oscar/óscar/troféu/prêmio/recompensa/selo
galeirão	galeirão-americano
galera	ralé
galeria	túnel/arcada/fliperama/saladevisitas/passadiço/passarela/corredor/passagem
galeão	nau
galgo	whippet
galha	bugalho
galho	raminho/ramo
galinha	peru/frango/galo/botadeira/franguinha/pintainho/pintinho/capão/frango/pinto/galo
galináceo	megapodiidae/galinha
galo	galinha/franguinha/pintainho/pintinho/capão/pinto
galopante	ginete/joquei/cavaleiro
galopeador	ginete/joquei/cavaleiro
galáxia	via-láctea/vialáctea
gama	banda
gambá	gambá-comum
gameta	espermatozoide/espermatozóide/esperma/óvulo
gametogénese	espermatogenese/espermatogénese/espermatogênese/ovulogênese
gametogênese	espermatogenese/espermatogénese/espermatogênese/ovulogênese
gametócito	ovócito/oócito
gana	apetite
ganancia	dividendo/acumulação
gancho	anzol
gangorra	balança/escala/válvula/prato
gangue	quadrilha
gansa	ganso-do-canadá/ganso
ganso	ganso-do-canadá
ganância	avareza
garantia	aval/obrigação/penhor/warrant/caução/voto/segurança/ação/obrigação
gardênia	gardénia
garota	funcionária/lolita/maria-rapaz/operária/trabalhadora/escolar/gata/mina/senhorita/donzela/menina/moça/estudante/rapariga/mulher
garotinha	escolar/estudante
garoto	catamita/gandula/moço/filho/rapaz/menino
garrafa	ampola/anfôra/bilha/cabaceiro/cabaça/cantil/cuieira/cântaro/decanter/frasco/galheteiro/garrafão/jarro/porongo/ânfora/frasco/jarra/jarro/tinteiro/recipiente/vaso
garrafada	grenadina/karo/melaço/sorgo
garçom	escansão/garçonete
garçon	escansão/garçonete
garçonete	escansão
gasolina	napalm
gastador	desperdiçador/gastão
gasto	despesas/gastos/custos/preço/custo
gastos	capex/despesa/pagamento/preços/resgate/taxa/recompensa/preço/custo
gastrópodes	caracol/caramujo/abalone/cypraea/lesma/nudibrânquios
gato	leão/leopardo/tigre/onça/abexim/acanguçu/canguçu/chita/gato-bravo/guepardo/jaguar/jaguarapinima/jaguaretê/leopardo-das-neves/ligre/onça-pintada/tigon/tigreão/gatinho/leopardo/onça-preta/onça
gato-bravo	gato-de-pallas/gato-do-deserto/gato-do-mato/gato-leopardo/gato-maracajá/gato-mourisco/jaguarundi/jaguatirica/leão-baio/leão-da-montanha/lince/ocelote/onça-parda/puma/serval/pantera/suçuarana
gatuno	bandoleiro/cangaceiro/plagiador/plagiário/salteador/trombadinha/chouriço/facínora/ventoso/ladrão/assaltante/bandido
gaveta	videocassete
gaveteiro	cômoda
gavinha	cirrus
gavião	açor/falcão-do-tanoeiro/águia-pesqueira/milhafre/falcão
gay	lesbica/puatdabucets/lésbica
gazela	cabra-de-leque/gazela-de-thomson/gazela-persa
gaélico	manquês/manx/manês/irlandês
geek	aloprado/maluco
geladeira	frigoríficos/refrigerador/congelador/cooler/freezer/isopor/refrigerador
gelatina	aspic
gelo	glóbulodegranizo/geada
gema	diamante/rubi/esmeralda/pérola
genciana	genciana-amarela/genciana-de-turfeiras
gene	alelo/oncogene
genealogia	sangue/descendência/linhagem/família
general	major-general/marechal/brigadeiro
general-de-exército	general/major-general/marechal/brigadeiro
generalidade	universalidade/totalidade/princípio/regra
generalização	princípio/regra
generosidade	liberalidade
genes	alelo/oncogene
genetica	farmacogenética/genómica/genômica/proteómica/proteômica
genitor	progenitora/papai/papá/painho/progenitor/pai/mãe/filicida/adotante
genitália	mamilo/chupadouro/chupeta/mama/vulva/teta/sexo
gente	eleitorado/galera/vulgo/nação/estrato/geração/inimigo/mundo/população/pessoal/povo/classe/antigos/cegos/derrotados/doentes/enfermos/espanhóis/eólio/eólios/feridos/franceses/freguesia/ingleses/irlandeses/laico/neerlandeses/pobres/povos/ralé/ricos/seguidores/suíço/suíços/aqueia/aqueu/clientela/audiência/coorte/espectador/ferido/desempregado/nação/britânico/morto/pobreza/rico/povo
gentileza	favor/ternura/perdão
genética	farmacogenética/genómica/genômica/proteómica/proteômica
genótipo	biotipo
geofisica	geodesia/geodésia/geomorfologia/hidrologia/seismologia/sismologia/vulcanologia/magnetismo/morfologia
geofísica	geodesia/geodésia/geomorfologia/hidrologia/seismologia/sismologia/vulcanologia/magnetismo/morfologia
geofísico	seismologista/seismologistus/sismólogo
geografia	fisiografia/topografia
geologia	estratigrafia/geofisica/geofísica/mineralogia/orografia/espeleologia
geomorfologia	petrologia/tectónica/tectônica
gerador	alternador/cunhador/dinamo/dínamo/oscilador/moinho/oscilação
geração	biogenese/biogénese/biogênese/posteridade
gerbillinae	gerbo
gerbilo	gerbo
gerenciamento	organização
gerente	gestor/director/dirigente/administrador/diretor/gestora/vice-chanceler/hoteleiro/banqueiro/executivo
germe	musa
gesso	chapisco/alabastro/reboco
gesto	afirmarcomacabeça/cutucada/floresça/gesticulação/mesura/mudra/aceno/reverência
gestor	gestora/banqueiro/gerente
gestos	gesto/afirmarcomacabeça/floresça/gesticulação/mesura/aceno/reverência
gestão	finança/tratamento/directriz/gerenciamento/regencia/superintendência/supervisão/direcção/gerência/maestro/direção/autorização/administração/organização
geógrafo	cartógrafo
geógrafos	cartógrafo
geólogo	hidrólogo/geofísico
giba	verruga
gigante	argo/argólida/ciclope/cíclope/giganta/jotun/jötnar/mimir/mímir/ogre/argos/ciclope/ogro
gilete	barbeador/navalha
ginasta	acrobata
ginastica	acrobacia/acrobatismo
ginete	jóquei/jóqueis/joquei/amazona/postilhão
ginja	cereja
ginásio	instituto
ginástica	acrobacia/acrobatismo
gipsita	alabastro
girafa	ocapi/okapi
gleba	tapera/campos/deserto/parque/praça/gramado/locação/lote/sítio/terreno/campo/lugar/clareira/oásis/pradaria/relevo/diamante/prado/terreno
glicocorticóide	corticosterona/prednisona
glicoproteina	cd4/eritropoietina/lectina/mucina
glicoproteína	cd4/eritropoietina/lectina/mucina
glicoproteínas	cd4/eritropoietina/lectina/mucina
glicose	dextrose/glicemia/glucosamina
glicosídeo	nucleosídeos
globulina	imunoglobina/miosina/transferrina
glucose	dextrose/glicemia/glucosamina
gluten	seitan
gládio	rapieira/florete/sabre/espada
glóbulo	borbulha/bolha
glória	recomendações/recomendação/vénia/vênia/panegírico/elogio
glúten	seitan
gnomo	andvari
gnosticismo	mandeísmo
godo	ostrogodo/ostrogodos/visigodo
godos	ostrogodo/ostrogodos/visigodo
gol	autogolo/gol-contra/aro
golfinho	baleia-assassina/baleia-branca/baleia-piloto/beluga/delfim-comum/golfinho-comum-de-bico-curto/golfinho-de-risso/orca/toninha/tursiops/boto
golo	autogolo/gol-contra
golpe	murro/porrada/soco/contragolpe/nocaute/pontapé/tapa/chute/bofetada/batida
goma	borracha
gonadotrofina	prolactina
gordura	lípidos/óleo/ateroma/cera/fosfolipido/fosfolípido/mielina/pança/triacilglicerol/celulite
gorila	gorila-das-montanhas
gorjeio	pio
gosto	predileção/sabor/sabor/admiração/preferência/tendência/fascinação/cordialidade/doçura/salinidade/tendência
gota	lágrima/gotinha/gotícula/lágrima/pingo
governador	monarca/suserano/soberano/califa/castelão/emir/faraó/nababo/oligarca/procônsul/sultão/sátrapa/vice-rei/xeique/xeque/autocrata/autócrata/magnata/xeque/ditador/tirano/senhor
governante	monarca/suserano/soberano/califa/castelão/emir/faraó/oligarca/sultão/xeique/xeque/autocrata/autócrata/magnata/xeque/ditador/tirano/senhor
governação	legislação
governo	legislação/corte/estado-fantoche/governo-no-exilio/papado/estado/palácio/império
gozação	trote
grades	cana/cárcere/xilindró/presídio/xadrez/prisão/cadeia
gradiente	ladeira/inclinação
grafema	asterisco/caracter/caractér/carácter/maiúscula/letra/espaço/ideograma/minúscula/pictograma/runa/obelisco
grafita	lápis
grafite	lápis
grafo	cardiograma/ecocardiograma/electrocardiograma/eletroencefalografia/eletroencefalograma/encefalograma/sismograma/eletrocardiograma
gralha	pega-rabuda
grama	alpiste/capim-amarelo/cereais/cereal
gramado	arena
gramofone	juke-box/jukebox
gramática	morfologia/sintaxe/morfologia
gramínea	grama/relva/bambu/juncos/bambu
gramíneas	grama/relva/bambu/juncos/bambu
granada	almandina/almandita
grandeza	amplidão/tamanho/dimensão/medida/proporção/magnitude/grau/extensão/amplitude/multiplicidade/intensidade/alcance/volume/medida/quantidade/extensão/número
granja	lacticínios/leitaria/leiteria/mercearia/rancho/herdade/roça/terras/fazenda/vinha/vinhedo
grappling	sumô/wrestling
gratificação	indulgência
grau	calibre/alcance/extremo/qualidade/bacharelado/clímax/doutorado/doutoramento/mestrado/temperança/alta/auge/intensidade/moderação/ápice/doutor
gravador	caixa-preta/ditafone/video-cassete/videogravador/vídeocassete/videocassete
gravação	video/vídeo/vídeos/vídeo/fita/cd/cedê/cover/playback/clone
gravidade	queda
gravidez	embaraço
gravilha	balastro
gravitação	queda
gravura	serigrafia/decapagem/litografia/água-forte
gravurista	lapidario/lapidista
graça	agilidade/eufrósine/tália
greda	adobe/bentonita/adobe
grego	aqueano/argonita/dóricos/dórios/jónicos/jônicos/ateniense/eólico/tebano
greta	fenda/crevasse/rachadura/fresta/falha/fissura/fenda
grilhão	ferros/grilhetas/grilhões/peia/algemas/algema
grito	clamor/hosana/urro/lamento/gritar
groselha	groselheira
grumo	êmbolo/trombo
grupo	assentamento/colecção/constituintes/eleitores/júri/votantes/camarilha/colônia/coleção/linhagem/aglomeração/júri/público/raça/universidade/acúmulo/população/gente/pessoal/sistema/organização/povo/classe/actinídeo/actinídeos/coagulação/coágulo/cristandade/declinação/dentama/dentição/enxame/etnicidade/grumo/halogénio/halogênio/ies/lantanídeo/lantanídio/parelha/pira/sambaqui/singleto/topete/ulema/ulemá/dentadura/matricula/quíntupla/quíntuplo/subgrupo/trombo/arranjo/comunidade/coorte/cristianismo/declinação/estoque/etnia/faculdade/humanidade/imigração/mobiliário/nuvem/suíte/tríade/unitário/vocação/associação/raça/universidade/voto/edição/administração/conjunto/montão/mundo/par/população/reserva/sexo/gente/instituto/reino/união/escola/organização/pilha/homem/povo/corpo/massa/classe
gruta	furna/grutas/caverna
grutas	furna/gruta/caverna
gráfico	esquema/cardiograma/ecocardiograma/electrocardiograma/eletroencefalografia/eletroencefalograma/encefalograma/flipchart/setograma/sismograma/eletrocardiograma/revisor/compositor/perfil/figura/ilustração/desenho
grão	amaranto/centeio
guarda	bombeira/bombeiro/bombeiros/detective/sentinela/bombeiro/vigília/detetive/policial/tira/condestável/gendarme/observando/orago/padroeiro/paladino/patrono/plantao/porteiro/screener/delegado/guarda-costas/inspector/inspetor/tutor/bastião/guardião/policial/herói/polícia/ronda/guerreiro/monitor
guarda-roupas	despensa
guardador	claviculário/castiçal/piteira/candelabro
guardanapo	babador
guardião	bombeira/bombeiro/bombeiros/bombeiro/guarda/baby-sitter/montez/observando/orago/padroeiro/paladino/patrono/babá/curador/guarda-costas/tutor/zelador/herói/guerreiro/monitor
guarida	esconderijo
guarita	curral
guaxinim	mão-pelada
guen	alelo/oncogene
guerra	jihad
guerreiro	guerrilha/guerrilheiro/boxeador/centurião/espadeiro/gladiador/pugilista/samurai/samurais/boxer/lutador/vencedor
guia	cicerone
guilda	sororidade/fraternidade
guincho	derrick/serviola/grou/turco
guindaste	derrick/serviola/grou/turco
guisado	bigos/caldeirada/fricassé/goulache/goulash/pot-au-feu/ragu/ratatouille
guisados	bigos/caldeirada/fricassé/goulache/goulash/pot-au-feu/ragu/ratatouille/guisado
guitarra	ukulele/contrabaixo/cítara/baixo
guião	diálogo/libreto/roteiro
gula	avareza/ganância
guloseima	acepipe/ambrosia/ambrósia/ambrosia/bala/gelatina/doce
guria	escolar/estudante
gás	oxigénio/oxigênio/ar/atmosfera/arsina/butano/buteno/cianogênio/cloro/fluor/flúor/fosfina/fosgênio/grisu/hidrogénio/hidrogênio/metanal/ozono/ozónio/ozônio/propano/azoto/metano/nitrogénio/nitrogênio
gâmeta	espermatozoide/espermatozóide/esperma/óvulo
género	variante/versão/tipo/classe/jaez/laia/feminino/espécies/sabor/descrição/espécie/gênero/variedade/qualidade/estilo/tipo/classe
gênero	androginia/masculinidade/feminino
gênese	germinação/procissão/causa
gênio	prodigio/prodígio
gónada	culhão/testículo/ovário/saco
górgona	esteno/euríale/ésteno/medusa
gônada	culhão/gónada/testículo/ovário/saco
habilidade	alfabetismo/alfabetização/especializado/metodo/método/perícia/facilidade/métodos/aptidão/competência/meta/especialidade/técnica/arte/inteligência/capacidade/conhecimento/controle/talento/bilinguismo/criatividade/fluência/interoperabilidade/náutica/penetracão/potencialidade/totipotência/adaptabilidade/criatividade/eficiência/equitação/originalidade/pontaria/sapiência/aptidão/coordenação/faculdade/ciência/sabedoria/liderança/capacidade/sensibilidade/talento
habilitação	disposição/tolerância
habitante	aldeã/aldeão/ocupante/morador/residente/asiano/filisteus/hititas/ilhéu/insulano/terráqueo/trinidadiano/alsaciano/asiática/asiático/estado-unidense/europeu/filisteu/galileu/neozelandês/americano/australiano/nazareno/norte-americano/ocidental/latino/terrestre
habitat	habitáculo
habitação	bangalô/casinha/casinhola/vivenda/cabana/chalé/choça/dormitório/casa/coabitação/contubérnio/ger/harém/mansão/chalé/quinta/solar/locação/quartel/esconderijo/pensão/chaminé/acampamento/lar/casa
habitáculo	antro/covil/toca
hadron	barion/barião/bárion/bárions/meson/méson/mésons
haleto	cloretos/fluoreto/fluoretos/iodeto/iodetos/cloreto
hall	liceu/prefeitura
haloalcano	haloformes
haloformes	bromofórmio/clorofórmio/clorofôrmio
halogénio	astato/astatínio/bromo/cloro/fluor/flúor/ástato/iodo
halogênio	astato/astatínio/bromo/cloro/fluor/flúor/ástato/iodo
hamburger	cheeseburguer
hambúrguer	cheeseburguer
hamster	hamster-sírio
hardware	memória/cpu/processador/ucp
harmonia	consenso/acordo/paz
harmónica	sobretom/fundamental
harmônica	sobretom/fundamental
harpa	lira
haste	eixo/veio
hebraica	essénios/essênios/fariseus/saduceus/judia/sionista/judeu
hebraico	essénios/essênios/fariseus/saduceus/judia/sionista/judeu
hebreia	essénios/essênios/fariseus/saduceus/judia/sionista/judeu
hebreu	essénios/essênios/fariseus/saduceus/judia/sionista/judeu
heleno	aqueano/argonita/dóricos/dórios/jónicos/jônicos/ateniense/eólico/tebano
hematoma	petéquia
hematócito	leucocito/leucócito/leucócitos/eritrócito/hemácia
hemisfério	poente
hemoproteína	citocromo/hemoglobina/mioglobina
hemorragia	epistaxe/epistaxis/hifema
hemácia	leucocito/leucócito/leucócitos/reticulócito/eritrócito
hemípteros	besoiro/besouro/bichas-cadelas/cupim/cupins/dermaptera/himenópteros/imago/lepidópteros/minador/odonatos/ortópteros/polinizador/polinizadores/pulga/pulgas/pupa/sem-vergonha/siphonaptera/sota/térmite/térmites/crisálida/bicho/insecto/inseto/piolho/escaravelho/joaninha/rainha/operário
hepática	anthocerotophyta
hepáticas	anthocerotophyta
herança	instrução/formação/experiência/primogenitura/ascendência/legado/patrimônio/origem
herbicida	atrazina/paraquat
hereditariedade	herança
heresia	iconoclastia
hernia	divertículo
herniação	divertículo
herpes	citomegalovirus/citomegalovírus/cobreiro/cobrão/epstein-barr/zona
heráldica	brasão
hesitação	aversão/bicho-preguiça/preguiça
heterodoxia	iconoclastia
heterogeneidade	diversidade
hexaedro	romboedro
hexose	aldo-hexose/aldohexose/aldohexoses/ceto-hexose/cetohexose
hiato	remissão/remição
hidroavião	hidravião
hidroaviões	hidravião/hidroavião
hidrocarboneto	benzina/gasolina/aromaticidade/clorobenzeno/dioxina/etano/indeno/nafta/naftalina/octano/provitamina/querosene/terpeno/terpenos/betume/fuelóleo/gasolina/gasóleo/petróleo
hidrogénio	trítio
hidrogênio	trítio
hidropisia	angioedema/esclerodermia/linfedema/papiledema
hidrovia	corredeira
hidrovias	corredeira
hidráulica	hidrodinâmica/hidrostática
hidrófita	nenúfar
hiena	hiena-riscada/lobo-da-terra
hienídeo	hiena-riscada/lobo-da-terra
hierarquia	gradação/nível/posto/grau/segundo/classe/centésima/décimo-primeiro/octogésima/octogésimo/taxinomia/taxionomia/undécimo/viscondado/duodécimo/décima/graduação/milésima/nona/nonagésimo/octagésimo/oitava/principado/quadragésima/quadragésimo/setuagésimo/sexta/sétima/centésimo/ducado/décimo/milionésimo/milésimo/nono/quinto/sexagésimo/sexto/sétimo/taxonomia/terceiro/oitavo/reinado/condado/quarto/primeiro/último/classe
