abaixar	subordinar/subjugar/submeter/dominar
modificar	alargar/ativar/comercializar/desvirar/impactar/aperfeiçoar/endireitar/inverter/acertar/completar/afetar/modelar/investir/causar/formar/manchar/substituir/ajustar/corrigir/melhorar/encher/estender/trocar/reduzir/diminuir/abrandar/acostumar-se/acromatizar/adequar/adiantar/agudizar/amalgamar/amaneirar/animizar/aprontar/arrendondar/arterializar/assear/automatar/avelhentar/averbar/avianizar/avolumar/bestializar/centralizar/cevar/circularizar/colorizar/convencionalizar/demonizar/demulsificar/deodorizar/depravar/desabilitar/desactivar/desafinar/desamolar/desantificar/desarmonizar/descentralizar/desconcentrar/desenfatizar/desensitivizar/desinflar/desmitificar/desordenar/despersonalizar/despolarizar/dessensibilizar/diabolizar/efeminar/endemoninhar/enfeiar/engrossar/erotizar/estatizar/eterealizar/evaziar/externar/femininizar/fortalecer/glamorizar/habilitar/habituar/habituar-se/hidrogenar/humanizar/imaterializar/inabilitar/indispor/inseminar/intransitivizar/madurar/magnetizar/nazificar/objectificar/obnubilar/ocidentalizar/oportunizar/orientalizar/ornar/paganizar/perverter/politizar/radicalizar/rarificar/restorar/sanear/satanizar/sexualizar/simetrizar/simplificar/tenderizar/tontear/transitivizar/transubstanciar/uniformizar/verbificar/volatizar/acetilar/acostumar/activar/adaptar/afectar/afrancesar/afrouxar/agravar/alcalinizar/alegorizar/alhear/americanizar/ampliar/atear/automatizar/avariar/barbarizar/bolhar/civilizar/complicar/comunizar/corromper/decimalizar/democratizar/desamarrar/desativar/desembaralhar/desestabilizar/desmagnetizar/desnaturalizar/desobstruir/desqualificar/digitalizar/dinamizar/dissonar/embaçar/empetecar/emprestar/emulsionar/energizar/engordar/equiparar/espessar/estabilizar/estranhar/eternizar/europeizar/exacerbar/externalizar/fecundar/fertilizar/imortalizar/inativar/incapacitar/internacionalizar/islamizar/isomerizar/liberalizar/liquidificar/masculinizar/militarizar/mitologizar/nacionalizar/normalizar/objetivar/obscurecer/oficializar/ofuscar/opalescer/opalizar/ossificar/oxidar/personalizar/plastificar/privatizar/prostrar/redigir/sanitizar/saponificar/saturar/sensibilizar/sensitivizar/suburbanizar/sutilizar/transfigurar/transmudar/vascularizar/viciar/vitalizar/vitrificar/vivificar/alcoolizar/alumiar/amaciar/amadurecer/amansar/arredondar/brutalizar/cegar/chorar/coagular/comedir/concentrar/conformar/constitucionalizar/descolorir/desintegrar/despertar/desvirtuar/diversificar/domar/domesticar/dopar/emagrecer/encerrar/enfeitar/envelhecer/escurecer/esfriar/esquematizar/estreitar/gelatinizar/industrializar/ionizar/lubrificar/macular/mecanizar/mitificar/ornamentar/padronizar/polarizar/possibilitar/pressurizar/purgar/recombinar/reconstruir/refrigerar/resfriar/restabelecer/restaurar/retardar/revolucionar/romantizar/santificar/secar/sentimentalizar/subverter/tensionar/territorializar/turvar/urbanizar/vulgarizar/amolar/assimilar/bagunçar/calcificar/calibrar/castigar/clarificar/coalhar/consertar/contaminar/contribuir/desacelerar/editar/embelezar/enlamear/enrijecer/especializar/fortificar/gelar/invalidar/molhar/oxigenar/progredir/rachar/refazer/socializar/sujar/visualizar/aerar/alienar/alterar/amortecer/aviltar/condensar/converter/danificar/debilitar/embaralhar/esquentar/esvaziar/glorificar/intensificar/mover/naturalizar/refrescar/remodelar/suavizar/sublimar/traduzir/unificar/validar/acelerar/afetar/afiar/aquecer/atrasar/balançar/colorir/compatibilizar/deformar/desvalorizar/disciplinar/elevar/enxugar/expandir/igualar/neutralizar/purificar/racionalizar/refinar/sincronizar/apertar/apressar/clarear/endurecer/envenenar/ferver/irradiar/isolar/moderar/piorar/reformar/retificar/adornar/causar/compensar/decorar/enfraquecer/manchar/marcar/produzir/regenerar/suspender/acordar/baixar/finalizar/mexer/preparar/transportar/adicionar/ajustar/atrair/capturar/corrigir/revelar/temperar/transformar/animar/apagar/derrubar/sacudir/concluir/confundir/esconder/excitar/encher/estender/trazer/unir/misturar/terminar/trocar/levar/provocar/colocar/deixar/limpar/reduzir/virar/carregar/conduzir/mudar/quebrar/tocar/diminuir/cair/aumentar/fazer
moldar	decidir/cadenciar/plasmar/remoldar/ritmar/amoldar/cronometrar/indexar/predeterminar/predispor/esculpir/refazer/remodelar/dispor/forjar/fundir/modelar/reformar/inclinar/transformar/controlar/cortar
molestar	assediar/aborrecer/importunar/irritar/provocar/incomodar/enfadar/inimizar/tormentar/antagonizar/retalhar/aborrecer/atormentar/corroer/crucificar/magoar/importunar/irritar/incomodar
molhar	aspergir/demolhar/orvalhar/umedecer/irrigar/enxaguar/aguar/regar
monitorar	espiar
montar	configurar/fornicar/confeccionar/galopar/remontar/escalar/confundir/misturar/subir
morar	alojar/acampar/coabitar/conviver/domiciliar/rusticar/sobrepovoar/superpovoar/aninhar/nidificar/ninhar/residir/superlotar/bordejar/habitar/viver/ocupar
morder	roer/trincar/mordiscar
mordiscar	roer/trincar/morder
morrer	afogar-se/pifar/afogar/quebrar/cair/enguiçar/tombar/sucumbir/estourar/asfixiar/estrangular/sufocar/queimar/cair
mortificar	esmagar/degradar/aviltar/desvalorizar/rebaixar
mostrar	evocar/acentuar/pontuar/postar/enfatizar/articular/manifestar/demonstrar/expor/sugerir/formular/expressar/exibir/revelar/apresentar/descobrir/trazer/dizer/apregoar/conotar/desabafar/desafogar/empavonar/pavonear/tencionar/trunfar/aduzir/alegar/brandir/ostentar/desdenhar/divulgar/reportar/assinalar/esclarecer/flutuar/manifestar/posar/presumir/relatar/ameaçar/delinear/denunciar/implicar/reverberar/sorrir/citar/demonstrar/projectar/projetar/berrar/certificar/apontar/aprovar/exibir/provar/refletir/abrir/anunciar/soar/indicar/dizer/agitar/virar/bater
mover	arredar/contorcer/enroscar/espernear/torcer-se/alçar/botar/manar/virar-se/arremessar/dançar/estalar/fluir/largar/flexionar/entornar/pulsar/tornar-se/tropeçar/verter/alongar/balançar/derramar/elevar/impulsionar/expulsar/puxar/embalar/erguer/esticar/mexer/transportar/dobrar/empurrar/forçar/girar/pular/pôr/sacudir/saltar/soltar/tremer/sair/transmitir/correr/levantar/levar/partir/agitar/colocar/deixar/virar/carregar/tirar/separar/bater/afugentar/afunilar/arriar/blefar/bolear/conter-se/desferir/deslocar-se/desvanecer/engatar/escorrer/exteriorizar/jogar-se/lateralizar/movimentar/mutuar/pinotear/refrear-se/ribombar/rocar/sortear/surpreender-se/trasladar/unir-se/vassourar/abalar/abalroar/arrebanhar/bailar/brandir/chafurdar/desenraizar/expedir/folgar/oscilar/propulsar/propulsionar/rechaçar/reciprocar/refrear/reposicionar/revolver/trovoar/arrancar/dançar/dirigir-se/extirpar/fluir/gravitar/manobrar/ondular/revirar/riscar/transladar/acenar/afastar/desenrolar/erradicar/flutuar/mobilizar/recuar/submergir/vibrar/arrastar/clicar/deslocar/engajar/entornar/pressionar/pulsar/transferir/tropeçar/varrer/verter/canalizar/derramar/deslizar/despachar/encostar/impulsionar/rodar/situar/tornar/voar/assumir/montar/rebaixar/rolar/afundar/embarcar/escalar/acordar/baixar/embalar/mexer/transportar/circular/empurrar/perturbar/abrir/atravessar/forçar/girar/guiar/pular/sacudir/saltar/tremer/desaparecer/conter/enrolar/transmitir/enviar/trazer/correr/levantar/levar/partir/sacar/agitar/virar/conduzir/lançar/mudar/começar/dividir/tocar/tirar/separar/subir/bater
mudar	alargar/amarfanhar/amarrotar/ativar/confromar-se/descontrair/esboroar/esfarelar/fraccionar/fracionar/perecer/prosperar/repartir/ruir/transformar-se/transmutar/adaptar-se/adequar-se/agasalhar/aparelhar/comercializar/despedaçar/desvirar/engravidar/falecer/fender/fracassar/impactar/levantar-se/modernizar/aperfeiçoar/colapsar/desabar/despertar/endireitar/expirar/inverter/conceber/relaxar/acertar/completar/converter/decair/tornar-se/afetar/fundir/modelar/ferver/investir/piorar/causar/formar/manchar/acordar/desmoronar/morrer/substituir/vestir/ajustar/congelar/corrigir/transformar/combinar/acontecer/melhorar/encher/estender/misturar/trocar/reduzir/virar/dividir/quebrar/diminuir/separar/abrandar/acalmar-se/acalorar/acostumar-se/acromatizar/adequar/adiantar/agudizar/amalgamar/amaneirar/animizar/aprontar/arrefecer/arrendondar/arterializar/assear/aurear/aurificar/automatar/avelhentar/averbar/avianizar/avolumar/basificar/bestializar/calar/carburar/catalisar/centralizar/cevar/circularizar/colorizar/convencionalizar/demonizar/demulsificar/deodorizar/depravar/desabilitar/desactivar/desafinar/desamolar/desantificar/desarmonizar/descamar/descamar-se/descentralizar/desconcentrar/desemulsionar/desenfatizar/desensitivizar/desenvolver-se/desinflar/desmitificar/desnitrificar/desordenar/desoxidar/despersonalizar/despolarizar/dessalgar/dessalinizar/dessensibilizar/diabolizar/distilar/ebulir/efeminar/endemoninhar/enfeiar/engrossar/erotizar/esfacelar/esfriar-se/estabilizar-se/estatizar/esterificar/eterealizar/evaziar/externar/femininizar/feminizar/fortalecer/gaseificar/gelatinar/glamorizar/habilitar/habituar/habituar-se/hidrogenar/humanizar/iluminar-se/imaterializar/inabilitar/incandescer/indispor/inrijecer/inseminar/intransitivizar/madurar/magnetizar/mutar/nascer/nazificar/objectificar/obnubilar/ocidentalizar/oportunizar/orientalizar/ornar/paganizar/pasteurizar/perverter/politizar/radicalizar/rarificar/recair/regredir/relocar/restorar/salinar/sanear/satanizar/sexualizar/simetrizar/simplificar/tenderizar/tontear/transitivizar/transubstanciar/uniformizar/verbificar/vestir-se/vidrar/volatizar/zapar/acetilar/acidificar/acostumar/activar/adaptar/afectar/afrancesar/afrouxar/agravar/alcalinizar/alegorizar/alhear/americanizar/ampliar/apaixonar-se/aprumar/arrumar-se/atear/automatizar/avariar/azedar/barbarizar/bolhar/carbonizar/civilizar/combustir/complexificar/complicar/comunizar/conflagrar/corromper/decimalizar/democratizar/desamarrar/desativar/descalcificar/desembaralhar/desestabilizar/desmagnetizar/desnaturalizar/desobstruir/desqualificar/digitalizar/dinamizar/dissonar/embaçar/emigrar/empetecar/emprestar/emulsionar/energizar/engordar/equiparar/espessar/estabilizar/estranhar/eterizar/eternizar/europeizar/exacerbar/experienciar/externalizar/fecundar/fertilizar/gelificar/homogeneizar/imortalizar/inativar/incapacitar/incinerar/internacionalizar/islamizar/isomerizar/liberalizar/liquefazer/liquidificar/masculinizar/migrar/militarizar/mitologizar/mudar-se/nacionalizar/normalizar/objetivar/obscurecer/oficializar/ofuscar/opalescer/opalizar/oscilar/ossificar/oxidar/personalizar/plastificar/polimerizar/preguear/privatizar/prostrar/queratinizar/redigir/reorientar/sanitizar/saponificar/saturar/secularizar/sensibilizar/sensitivizar/solidificar/suburbanizar/sutilizar/transfigurar/transmudar/ulcerar/vascularizar/viciar/vitalizar/vitrificar/vivificar/vulcanizar/alcoolizar/alumiar/amaciar/amadurecer/amansar/amenizar/arredondar/brutalizar/capacitar/cegar/chorar/coagular/comedir/concentrar/concretizar/conformar/constitucionalizar/cozinhar/descolorir/desintegrar/despertar/desvirtuar/digerir/dissolver/diversificar/domar/domesticar/dopar/emagrecer/emancipar/encerrar/enfeitar/envelhecer/escurecer/esfriar/esquematizar/estreitar/evaporar/gelatinizar/homogenizar/incorrer/industrializar/inverter/ionizar/largar/lubrificar/macular/mecanizar/mitificar/nivelar/ondular/ornamentar/padronizar/polarizar/possibilitar/pressurizar/purgar/ramificar/reassumir/recombinar/reconstruir/refrigerar/resfriar/restabelecer/restaurar/retardar/retomar/revolucionar/romantizar/santificar/secar/sedimentar/sentimentalizar/sintetizar/subverter/tensionar/territorializar/turvar/urbanizar/vaporizar/vulgarizar/amanhecer/amolar/assimilar/bagunçar/calcificar/calibrar/capitalizar/castigar/clarificar/coalhar/consertar/contaminar/contribuir/cristalizar/desacelerar/desligar/destilar/detonar/editar/embelezar/enlamear/enrijecer/especializar/flutuar/fortificar/gelar/iluminar/integrar/invalidar/molhar/oxigenar/progredir/rachar/reagir/receder/refazer/relaxar/ressuscitar/reverter/sequestrar/socializar/solarizar/sujar/visualizar/acertar/aerar/alienar/alterar/amortecer/assentar/aviltar/condensar/converter/danificar/debilitar/decair/embaralhar/esquentar/estratificar/esvaziar/fechar/glorificar/intensificar/mover/naturalizar/orientar/precipitar/putrefazer/recomeçar/refrescar/remodelar/suavizar/sublimar/tornar-se/traduzir/transferir/unificar/validar/acelerar/adotar/afetar/afiar/aquecer/atrasar/balançar/colorir/compatibilizar/consolidar/deformar/desvalorizar/disciplinar/elevar/enxugar/expandir/igualar/neutralizar/purificar/racionalizar/refinar/reviver/sincronizar/tornar/transpirar/utilizar/apertar/apressar/assumir/clarear/endurecer/envenenar/estragar/evacuar/falhar/ferver/irradiar/isolar/moderar/ocultar/piorar/reformar/reprimir/retificar/acender/adornar/causar/compensar/decorar/enfraquecer/formar/manchar/marcar/produzir/regenerar/suspender/acordar/baixar/desmoronar/finalizar/ganhar/mexer/morrer/preparar/transportar/vestir/adicionar/ajustar/atrair/capturar/congelar/corrigir/experimentar/revelar/sofrer/temperar/transformar/abrir/animar/apagar/concordar/crescer/derrubar/estar/pular/sacudir/saltar/acontecer/concluir/confundir/desenvolver/esconder/excitar/obter/adquirir/enrolar/melhorar/sair/acabar/encher/estender/receber/trazer/unir/misturar/queimar/ter/terminar/trocar/levar/partir/ficar/provocar/abandonar/colocar/deixar/limpar/reduzir/virar/carregar/conduzir/começar/dividir/quebrar/tocar/diminuir/separar/subir/passar/pegar/cair/aumentar/fazer
mudar-se	relocar/emigrar/migrar/evacuar
multiplicar	duplicar/cubar/quintuplicar/quadruplicar/triplicar/redobrar/elevar
murchar	atrofiar/atrofiar-se/ressecar/mumificar/flexionar
mutilar	aleijar
nacionalizar	comunizar
nadar	mergulhar
narcotizar	envenenar/anestesiar/drogar
narrar	relatar
nascer	reencarnar/eclodir
naufragar	submergir
nausear	escandalizar/ultrajar/horrorizar/chocar/ofender
necessitar	exceptuar/carecer/clamar/demandar/precisar/excluir
negar	enjeitar/abnegar/refutar/invalidar/repudiar/reter/conter
negligenciar	faltar/perder/preterir/falhar
negociar	pechinchar/regatear/interceder/intermediar/mediar/renegociar
nobilitar	assenhorar
nomear	nominar/autorizar/propor/apresentar/alcunhar/baptizar/rebaptizar/rebatizar/apelidar/intitular/numerar/renomear/batizar/denominar/alistar/delegar/enumerar/listar/referir/substituir/anunciar/propor/criar
notar	comentar/mencionar/indicar
noticiar	orientar
notificar	orientar
nublar	embaçar/enevoar
numerar	compaginar/itemizar/paginar
nutrir	manejar
obedecer	acatar/conformar/seguir/escutar
objectar	contestar/excetuar
obnubilar	turvar/enlamear
obrigar	coagir/compelir/forçar/enforçar/cacetear/implementar/impor/envergonhar/aterrorizar/impulsionar/aplicar/forçar
obscurecer	turvar/enlamear
observar	fitar/vislumbrar/espiar/encarar/contemplar/olhar/ver/custodiar/embasbacar/embasbacar-se/invigilar/rastrear/instanciar/policiar/vigiar/flertar/monitorar/admirar/contemplar/mirar/sentir/olhar/descobrir/reconhecer/controlar/considerar/ver
obstar	obstaculizar/tolher/obstruir/atrapalhar/bloquear/contrariar/frustrar/obviar/demover/sustar/desconcertar/travar/evitar/parar
obstruir	barricar/represar/embarricar/interditar/barrar/entupir/asfixiar/sufocar/bloquear
obter	beneficiar-se/re-adquirir/beneficiar/herdar/reconquistar/reganhar/auferir/colecionar/lucrar/recolher/apanhar/comprar/recuperar/coletar/ganhar/capturar/adquirir/encontrar/reunir/atingir/pegar/enlistar/readquirir/reaver/compartir/fretar/reganhar/topar/apurar/auferir/partilhar/alugar/assinar/conseguir/empregar/engajar/exprimir/comprar/culminar/entrar/recuperar/extrair/isolar/expressar/ganhar/tomar/adquirir/receber/chegar/encontrar/aceitar/atingir/achar/começar/dividir/passar/fazer
ocasionar	cumprir/efetuar/precipitar/induzir/executar/realizar/servir/atingir
ocluir	barricar/represar/embarricar/interditar/barrar/entupir/asfixiar/sufocar/bloquear
ocorrer	coincidir/materializar/re-ocorrer/reincidir/calhar/recrudescer/intervir/recorrer/resultar/sincronizar/prosseguir/suceder/repetir/brilhar/acontecer/desenvolver/vir/ir/passar/cair
ocultar	disfarçar/mascarar/encobrir/esconder/espreitar/sepultar/soterrar/tapar/acobertar/enterrar/encobrir/esconder/cobrir
ocupar	obsedar/amedrontar/assombrar/interessar/apavorar/fascinar/envolver/preocupar/esgotar/consumir/encher/levar
odiar	desprezar/desdenhar/menosprezar/abominar/detestar/execrar
odorizar	aromatizar/incensar/perfumar/feder
ofender	dilacerar/humilhar/conflitar/descompor/infringir/lacerar/pecar/mortificar/transgredir/trespassar/alfinetar/aviltar/invadir/insultar/rebaixar/machucar
oferecer	legar/doar/distribuir/deixar/entregar/passar/dar/gratificar/rifar/abordar/dotar/render-se/ceder/submeter/pagar/entregar/dar
oficializar	ritualizar
oficiar	casar
olhar	fitar/fulminar/vislumbrar/espiar/encarar/contemplar/ver/custodiar/embasbacar/embasbacar-se/entrever/invigilar/vigiar/vislumbrar/flertar/admirar/contemplar/mirar/observar/compreender/considerar/ver
olvidar	esquecer
omitir	disfarçar/mascarar/encobrir/pular/esconder/elidir/espreitar/sepultar/soterrar/tapar/acobertar/enterrar/esquecer/ocultar/encobrir/esconder/cobrir
operar	funcionar/avionar/revezar/discar/esterilizar/pedalar/pilotar/retransmitir/talhar/desdobrar/aquecer/sincronizar/voar/funcionar/girar/dirigir/servir/conduzir
opinar	dissuadir/exortar/impelir/urgir/contraindicar/desaconselhar/editorializar/extraviar/admoestar/prevenir/consultar/avisar/informar/advertir/propor
opor	impugnar/contestar/vetar/protestar
opor-se	impugnar/contestar
oportunizar	dotar/equipar/investir
oprimir	defazer/recalcar/subjugar/reprimir
optar	desistir
orbitar	retrogradar
ordenar	legislar/proscrever/vetar/vedar/comandar/convocar/exigir/proibir/chamar/redecretar/sistematizar/destinar/desenrolar/requisitar/responsabilizar/designar/sincronizar/instruir/arrumar/organizar/dirigir
organizar	arrumar/ordenar/collectivizar/engrenar/estruturar/reconstituir/reestruturar/sindicar/coreografar/sindicar-se/reorganizar/territorializar/arregimentar/racionalizar/sincronizar/arrumar/escolher
orientar	enviesar/nortear/reorientar/alinhar/guiar
originar	ressurgir/atear/remontar/colocar
originar-se	advir/originar/provir/emergir
ornamentar	ajardinar/bordar/encrustar/entubar/esmaltar/festonar/incrustar/lantejoular/miçangar/recamar/emplumar/foliar/redecorar/enfeitar/iluminar/ilustrar/espetar/colorir/pendurar/trançar/adornar/decorar
ornar	ajardinar/bordar/encrustar/entubar/esmaltar/festonar/incrustar/lantejoular/miçangar/recamar/emplumar/foliar/redecorar/enfeitar/iluminar/ilustrar/espetar/colorir/pendurar/trançar/adornar/decorar
orquestrar	coreografar
oscilar	gingar/requebrar/balançar/sacudir
oscular	bicotar/beijocar/beijar
ostentar	gabar/triunfar/exibir
ostracizar	boicotar
outorgar	abençoar/bendizer/licenciar/graduar/conferir/certificar/formar/permitir/combinar/conceder
ouvir	grampear/interceptar/atender/escutar/assistir/entender/pegar
ovacionar	vivar
oxidar	catabolizar/enferrujar/oxidar-se
pacificar	aliviar
padecer	congelar
pagar	reintegrar/remunerar/retribuir/debitar/despender/restituir/recompensar/repagar/gastar/compensar/custear/desembolsar/pré-pagar/ressarcir/sobrepagar/corromper/indenizar/reembolsar/subornar/subsidiar/subvencionar/doar/recompensar/contribuir/financiar/preferir/gastar/liquidar/redimir/compensar/enviar
pagodear	paquerar/desacreditar/ridicularizar/sacanear/expor/provocar/satirizar/ridicularizar
palestrar	pregar
papar	glutonizar/ruminar/beliscar/engulir/imergir/mordiscar/sorver/exagerar/regar/engolir/mergulhar/consumir/comer/devorar/atacar/encher
papear	conversar
parafrasear	traduzir
parar	pausar/espirar/respirar/interromper/demorar-se/deter-se/esvair/intrometer/aposentar-se/embargar/fracturar/frear/intrometer-se/retirar-se/sustar/interpor/travar/fraturar/culminar/morrer/interromper/desaparecer/desistir/acabar/terminar/abandonar
parecer	troçar/recender/reluzir/caçoar/comover/disturbar/doer/emocionar/cheirar/impressionar/cintilar/perturbar/assomar/devassar/emudecer/odorizar/sobressaltar/alhear/aproximar-se/assemelhar/desesperar/optimizar/varar/apaixonar/assombrar/ecoar/entristecer/esfriar/infectar/romantizar/sentimentalizar/turvar/vulgarizar/aproximar/deprimir/desagradar/gozar/presumir/radiar/reagir/alienar/ressoar/simular/conquistar/copiar/surgir/endurecer/impressionar/irradiar/surpreender/aparecer/fingir/imitar/brincar/desmoronar/gravar/penetrar/brilhar/estar/lembrar/soar/adquirir/atacar/jogar/seguir/incomodar/tocar/fazer
parir	esperar/carregar
particularizar	explicitar
partilhar	comunalizar/agregar/combinar
partir	divorciar/demitir-se/departir/descasar/quitar/escapulir/resignar/fugir/renunciar/sair/escapar/abandonar/afastar-se/apartar/apartar-se/ausentar-se/compartimentar/decolar/demorar/desarticular/descolar/desgrudar/desmembrar/desocupar/desunificar/desunir/secionar/segmentar/separar-se/tardar/cindir/departir/descasar/romper/subdividir/trincar/desconectar/desertar/dispersar/dissociar/escapulir/partilhar/polarizar/rasgar/sumir/evacuar/isolar/desaparecer/espalhar/sair/terminar/abandonar/deixar/reduzir/dividir/quebrar/separar/cortar
pasmar	amendrontar/galvanizar
passar	estrear/agradecer/coincidir/esfregar/apreciar/correr/borboletear/comissionar/desobrigar/esvoaçar/favelar/incumbir/invernar/materializar/re-ocorrer/reincidir/veranear/calhar/confidenciar/lembrar-se/peregrinar/recrudescer/transitar/aludir/confiar/intervir/recorrer/transgredir/exalar/infiltrar/livrar/manifestar/alienar/exprimir/negociar/resultar/transferir/demonstrar/ocorrer/sincronizar/sugerir/prosseguir/renunciar/suceder/expressar/repetir/significar/atravessar/brilhar/lembrar/acontecer/desenvolver/desistir/indicar/mostrar/transmitir/vir/enviar/liberar/correr/falar/dizer/ficar/servir/abandonar/deixar/entregar/ir/pegar/cair/dar
